1299090000000,Love this ! I use it as a spot treatment for pimples as well.I bought this as a gift to my sister! It has helped so much with her mascne. Using this has helped my skin absorb the rest of my skin care products. I highly would recommend it acne prone skin.Helps keep my acne under control and it doesn�t dry out my skin. Im deducting one star due to the price point.whenever Im having a small breakout Ill even use it as a spot treatment and rinse it off in the morning and my blemish will be diminishedsuch a great mask to keep your skin clear and calm! whenever Im having a small breakout Ill even use it as a spot treatment and rinse it off in the morning and my blemish will be significantly reduced.
1303730000000,Loved using this mask -- the step 1 swab left my skin feeling tingly (Im super sensitive) but the jelly mask soothed that pretty quickly and left my skin feeling really fresh. Theres also plenty of the jelly serum left in the pouch afterward to use on chest/neck or save for the next day (I always stick it in an airtight bag so no bacteria gets in).I love this and use it when I need it I always have it on hand just in case I have a break out or need extra help sometimes it is on that time of the month this really seems to help out and I will always have it on stock at home.I initially bought this because I wanted to try this 2 part system and I was hesitant of it making any difference. The jelly texture was something I was not expecting but appreciated. It didnt feel like the swab did anything until I looked the next morning and my pores looked smaller and my nose looked cleared of whiteheads! It made a slight difference in my complexion and I really appreciated it. Look forward to repurchasingI definitely would buy this mask again. My skin had a nice glow and it reduced the appearance of my acne. I did use it at night because of the AHA and I would be careful if you have sensitive skin. There was a slight tingling on my face but that was soothed with the sheet mask after the swab.I tried this first after buying the variety pack and loved it. This is the first kut of the pack that tried and Im happy I did. It is so neat how you swab your face first then apply the mask. I was a bit skeptical thinking I would break out from the amount of jelly on the mask but I saw results the next day. I dont know if it was coincidence but my skin looked even and the redness from existing/previous acne had reduced like crazy. This is just one day!!! I WILL purchase again!!
1304660000000,This toner is silky smooth and lightweight. It absorbs easily usually taking about 3 minutes but more quickly if you pat-pat-pat it in. I noticed results in about 4 days. My skin texture smoothed out and redness around my temples diminished. I follow this toner with serums (i use different brands and multiple brands depending on what�s going on with my skin). I follow with Tatcha Water or Dewy Skin Cream or TIMY lotion Glow Recipe Retinol Avocado Eye Cream and the Tatcha mist.Im so glad I purchased this toner! I do notice a difference in the appearance of my pores. It goes well under makeup too!I bought it to try it out compared it to other toner with similar exfoliating toner. I dont write reviews until after Ive finished the whole bottle. It worked well as a toner but I didnt see any difference or feel any difference in my face. I usually use the COSRX one and will go back to that one.I have been using this toner for 3 weeks now and I can already see a difference in the way my pores look! It also leaves my skin soft without drying it. I use it twice a day in the morning and at night and my skin type is normal.When I used this product for the first time I noticed a huge difference the next morning! Pores define feels smoother and my skin feels softer. I highly recommend this product and I purchased it on a whim and Im so glad I did!! For reference I have combo aging (Im in my early 40s) with tiny pores around forehead and nose area. I think this would work fantastic on oily skin as well to help somewhat control excess oiliness on skin. Anyways I think its worth an invest to try this toner as it won�t break your bank. Also to note make sure you use a cotton pad to apply this toner. It does have a slight stickiness to it and I find it less thick on the skin if you follow the directions of using a cotton pad. Bc of the slight stickiness this would probably do very well under your makeup application for longevity.
1306790000000,i got this as a gift and it lasted me about three months. i used 3-4 pumps each time sometimes once or twice a day. Knowing how quickly I went through it I might have used it less so that it would last longer! This was only the second moisturizer Ive ever used after CeraVe. Loved how light it was just too expensive for me to buy again!My daughter introduced me to this product. It is the best face cream I have ever used. Im so glad that Soko Glam carries this product. Shopping was easy and delivery was efficientMy skin is very oily and I always hated moisturizing my face because it feels heavy on my skin until I found this moisturizer! Now I love to moisturize day and night! After using it for 3 months I ran out so I asked Soko Glam for something similar and cheeper. They recommend Etude House SoonJung Emulsion so ill be trying that next!Okay so I was skeptical at first. I saw the high price point but it was recommended to me during my skincare consultation so I took a leap of faith.  been using this product for a while now almost half a year (one bottle has lasted me this long) and I have noticed a difference in my skin. The areas of my face that used to look like an oil slick by the end of the day are now producing significantly less oil than before and my breakouts are less frequent than before. I have absolutely love this product I think its worth the price and I would most definitely repurchase.Okay. Not seen much difference but like the way it feels and smells on my skin
1308290000000,My skin is very sensitive and it reacts very well to this toner. Whenever I am tired of using other toners that do other things for the skin or have just done something that may irritate my skin (like exfoliating or if it is irritated in another way) I will reach for this. It hydrates my skin smells delightful and soothes it instantly. It is like a safe choice and a wonderful treat to the skin. I definitely will be repurchasing.This is hydrating it does not leave skin feeling dry. I am not a big fan of scents but this has a nice light rose scent. The cost is also very reasonable.This is by far my favorite rose water that I have ever used I transfer it to a bottle sprayer and not only is this product as refreshing as it smells I after I put on hyaluronic acid but I also spray my face and I find my skin is so much more plumper after its absorbed with the serum. Especially the day after absolutely 100% worth the price.One of the best toners I have used!Im always willing to pay more for good skincare so when I got a sample of this I thought it was a gimmick and just smelled nice. However it really moisturizes my skin as well as smelling natural! (Not synthetic smell... ) Im impressed and bought another one as a gift this winter. )
1312680000000,This product left my face feeling soft and moisturized through out the day. I ended up using this at night after applying the other products. No smell or irritation. Overall good product!This heals my skin so quickly after a pimple is popped.I thought I would really like this serum and I was excited to try it because of how cheap it was. First of all be warned that the bottle is really small and thats probably why its to cheap. This is on me because I should have read the information on how many fluid ounces it was. Second the dropper and this serum do not work together at all! The dropper does not pick up any of the serum because the serum is too thick. So in order to get the serum out of the bottle I had to turn the bottle upside down and shake it into my plan which caused to waste product what little product I already had I probably got 10-15 uses out of the little bottle definitely not enough for me to notice a difference with my skin. I would not recommend.I havent seen a huge difference by using this product. Its a bit sticky so I recommend applying a bit before bed (doesnt seem like a good AM product) very moisturizingI love how smooth this goes on. No real distinct smell noted which is ok. Leaves the skin feeling supple snd hydrated.
1313140000000,been a fan of snail bee products for years now and this serum is just as great as the rest. My skin loves it and looks great.Its not heavy or greasy it absorbs quickly and feels really niceSkin feels dewy after and slightly tacky which I love. It absorbs well and is very smooth when spreading on skin. Great for dry skin and no irritation.Goes on smoothly and feels very light. Sinks into my skin quickly. Definitely feels like my skin is more hydrated but not sure  noticed any other difference.I love this! Benton is becoming one of my favorite brands in skin care.  been using this for months and I e noticed a dramatic change in my skin. This leaves my skin plump burnished and bouncy. Overall its added to my skins health. I have combination skin and it has done wonders to add extra hydration and nutrition to the dry areas and is not too moisturizing for my oils areas. It is a thicker more viscous serum and a little goes a long way. It takes a little longer to absorb and can feel a little sticky. But leaving it for like 45 second followed by a good light weight moisturizer feels absolutely splendid!! Highly recommend!
1335520000000,So I purchased this because my rice exfoliant was almost done and I wanted to try something new. Im so glad I bought this. Leaves my skin feeling soft and the scrub isn�t rough. I was worried about that but its a gentle scrub. Would definitely purchase again.My new favorite face scrub! At first when I started massaging this onto my face I thought it was too harsh and I was nervous but as you keep massaging it dissolves and feels so nice and smooth! You have baby soft skin after one use (seriously)! I will keep buying for sure as this is now a must have in my routine. I definitely see why its a best seller )This sugar mask has all the right ingredients to give you that healthy glow. Nourishing and hydrating while giving you that gentle exfoliation.Love the glow I have after using this.really like this sugar exfoliant. I will be buying again when I run out. It smells nice its not irritating and it leaves my skin soft.
1451950000000,I love this mist! Im on my 2nd bottle now. It brightens up my skin and leaves my skin hydrated.Almost finished with the bottle. This is an effective essence mist. The bottle sprays a very fine mist. Im not sure if it made a huge difference in terms of brightening my complexion but the is still very soothing and did not irritate my skin at all. It is especially soothing when used after refrigeration. This product made me purchase the toner from the same line which I love!Loved.Another product I love so much! It refreshes your skin through out the day. It both immediately hydrates your face and locks in moisture long term. This product is a must!!!!!!I was looking for a product that would help me minimize red marks after acne. This product feels great and gives a soothing feeling I havent been using it for a long time so I cannot tell if it would reduce my marks a lot but at least I can say Im currently really happy with the product and it was a great addition to my routine
1451960000000,I didn�t expect this to work quite as well as it did. I had use this brands� egg lore cleanser and it worked wonders after a while but I stopped because I got lazy and I saw this and it helped almost as much!Bought this in hopes that it would help reduce the visible pores on my face mostly on the tip of my nose. It does make the skin feel soft and smooth afterwards but I didnt notice any visible reduction in pore size or visibility. The mask also has a clay-like consistency once it dries and its rather cakey and difficult to remove. Its fine as a face mask but dont count on pore size reduction. Wouldnt buy again.Hi Lara!  The size of pores cannot be reduced as their size is determined by genes and hormones. However products such as this mask help minimize the appearance of pores through thoroughly cleansing and removing blackheads and impurities.  I hope this helps!I liked how my skin felt but it wasnt as good at cleansing my pores as I had hoped. Since I have oily skin I expected it to really clean my pores but the feeling of being clean and moisturised was not thereDefinitely cleans out my pores (especially on my nose) and leaves them way more clean than pore strips typically do. My boyfriend and I both approve-- and it doesnt dry out our skin (we both have dry/sensitive skin)!
1456380000000,The serum of this mask is SO good! Absorbs well left my skin so glowy and I noticed a brighter complexion taking it off. Love it!I was so happy to find this as my dry skin really reacted well to SB in the past. This is incredibly moisturizing no smell no orange color just a great face mask. Im so glad SB is getting into different applications now. I cant wait to repurchase this!.I LOVE the serum this mask is drenched with! With plenty of serum leftover smear it all over your body. My only issue and the reason for 4 stars instead of 5 is that it does not fit me well the eye holes are huge and that is where I want coverage the most. So I soak 2 cotton round with the extra serum and place them under my eyes. Easy fix but an extra step and the rounds tend to fall off. But worth it to me for that yummy seabuckthorn.I ended up really liking this mask. It made my skin much brighter. I�ll probably buy this again.Didnt notice an immediate brightening effect but only used the mask one time. The mask worked well with my other products though and contained many of the same ingredients though in a more natural formulation so as to not cause any issues. I love that while it contains ingredients to help with my hyperpigmented scars it also has ingredients to calm redness and irritation as well. I would purchase this again.
1706890000000,I use these masks occasionally when my skin is acting up.  used Benton masks in the past and these did not disappoint. My skin appeared less inflamed after my first use so I definitely recommend. I initially purchased 5 sheets and will continue to buy more once Im out.I was struggling from redness due to the weather + acne and this mask really helped me to soothe my skinGreat! Great!I don�t have good luck when it comes to sheet masks and this further proves it. It was easy to put on but left my skin dry and sticky even after massaging in the remaining serum/essence.Hi Jeff  Thank you for your feedback! We understand that skincare is all about trial and error and Im sorry to hear that this product didnt wrk out for you! Please know that we are here to provide alternative recommendations more suitable to your preferences )
1706910000000,I have STRUGGLED to find a suitable essence especially because my skin can become overwhelmed easily with product. This balances my complexion smooths and even my texture and my skin just drinks it in. Yes it is pricey but you literally do not need more than one pump for your entire face and neck. The smell sort of smells like the perfume of an older woman but it doesn�t stick around or harass you throughout the day- usually dissipates in a minute. If you�ve been struggling with finding a good essence that really enhances the effects of your routine- maybe give this a try!its so good. I feel my skin become more smooth and better.I love this essence water! It really moisturizes your skin so well. its not sticky at all it just makes your skin feel so smooth and refreshed!! I will definitely be purchasing another once Im half way through.It feels great on the skin very hydrating.Very hydrating when applied after a toner worth the price. Also the fragrance smells very good.
1706920000000,It leaves my sling very soft and hydrate itFor how this winter has been this is saving my skin during the day. I use my normal daily moisturizer & layer this over top. It does soak in but keeps my skin supple throughout the day.makes skin plump and dewy.Glides on super smooth and holds all the moisture close to my skin. Excellent for sensitized skin. Helps calm it down.I have been using this for a month now and I totally notice the balance in my skin tone. I also instantly noticed the hydration that was replenished in my skin without making My face feel sticky. This product is amazing! Will keep buying this!!
1888570000000,Been using this product for about 3 months and its has dried out my chin and around my mouth with red itchy bumps and because of the high ph level just didn�t work for me. Just drying and irritating and I have super red and sensitive skin that�s oily but don�t get me wrong this might work for someone elesI love how the hyaluronic feels on my skin. It does a really good job cleansing my face.Im a big fan of this cleanser. You do not need a lot to get a good lather all over your face. Just be cautious about this cleanser in the eye area because it can cause minimal discomfort nothing burning or intense. I have a light touch when washing my eye area with this. I make sure that all or a majority of my eye makeup is removed from the first cleanse. Otherwise I really enjoy this cleanser.Best face wash for any skin type!This cleanser drys my skin and it smells terrible. So much so I tossed it after the 3rd use. Will not be purchasing ever.
1888580000000,Moisturizing but I think the construction of the mask could be better there are parts of my face that could be more covered.I initially got these masks because you get 10 for $24 and are chock full of hyaluronic acid. But OMG not only do you get a good bang for your buck they are SO SOOTHING! They feel amazing on dry sensitive skin. Highly recommend!!!!I have very dry skin with aczima  this mask is very hydrating and gentle it fills my face with moisture.Wonderful mask! Hydrating and soothing. I wish Soko Glam carried the Sur Medic Propolis Sheet Mask also.This face mask fits nicely. I would t say my skin felt amazing afterwards though.  used better hydrating ones from the pharmacy that cost $5 each. But I do like how nicely this one hugs my face.
1942740000000,I have tried this product multiple times and I keep getting breakouts from it. I am now trying to just use it on my neck. Im surprised because my skin is normal/dry and can normally take a heavy cream just fine. Something in this product breaks me out (This may just be a facial moisturizer but it makes me feel so luxurious. Its so creamy and exactly what you would want a moisturizer to be. It absorbs fantastically so you can wear it both morning and night but it is moisturizing enough to be a night cream. It also smells nice and what fragrance is there is super light. Also its packaging is super nice they fill it very well and you only need a tiny amount to cover your entire face. 1 jar of it has lasted an entire year and I am not even ready to move on to the next one I ordered a while ago when I realized how much I loved it. Its the only thing in my current skin care routine that I absolutely will NOT change when I empty things (I am okay with swapping out other products until I find a holy grail product which this cream is for me). I love love love it!Subtly fragranced thick and creamy without being comedic or sticky. I have been using this day and night (winter use). Absorbs well. I love this cream!Yes the dynasty cream packaging is beautiful to look at but it also works to enhance skin glow and texture. Used with the cleansing balm my face feels soft and velvety. I am always going for a glow and this product does that for me. Oh and did I say the packaging is gorgeous?It gave my skin a very nice glow it was extremely moisturizing but not too heavy. I can see how it may not work well for oily skin especially during summer. However it works very well for normal to dry skin especially during cooler months.
1946050000000,quality sheet maskI loved this mask! It really brightened my skin left it soft and smelled really nice (but not overpowering or too perfume-y).I live in the northern US... in the winter my skin is so dry! I have to be careful because Im prone to breakouts and clogged pores. This mask was awesome! Hydrated my dry skin without clogging. Great product!Love this mask it left my skin feeling hydrated and it looked more even. I recommend using these items before you apply makeupThis mask was kinda hard to handle the instructions werent exactly right as there were protective gauze on both sides that needed to be taken off. It was a little hard to get on but stayed on well one I got it on. I liked the jelly like soft texture of the mask itself.  It wasnt super pleasant to have on and was kinda stingy. My face wasnt super red after but was a little pink. After it took a while to dry so definitely a night time. It left my skin with the glassy look. I got it for lightening acne hyper pigmentation spots. I assume Id have to use it more often to get results.My skin is soft though!
1946060000000,every time i make a purchase on sokoglam i always make sure to pick up some of these amino mask the best especially when its so cold and dry outside👍Extremely hydrating and always look amazing the next daythis left my skin feeling so soothed and plump! will order againThe most hydrating mask Ive tried with lots of extra serum to pat in afterward! Its also gentle on my acne-prone skin and has never caused a breakout. I keep a few in my fridge at all times!
1948540000000,Its a great oil cleanser that doesnt dry out my already dry skin the only reason it doesnt get all 5 stars is because it takes some work to get my waterproof mascara off when there are other oil cleansers out there that do the work better and with less rubbing. It has a soothing lavender scent which is very pleasing and would make a great cleanser for someone who doesnt wear waterproof mascara.I love this cleanser for the convenience of 2-in1 and the moisture. It does have fragrance but I like it and it doesnt irritate my skin. Sadly my bottle is gone and its been out of stock for months. I havent found anything I like as well as this product.I started using this cleansing oil when I was on Isotretinoin only because the name was Dryness Off and my face was excruciatingly dry. I LOVED it and it was the only cleanser that didnt burn but cleaned my face beautifully. I continue to use it twice a day as part of my double cleansing routine now that Im off Isotretinoin and I still love it and the way it cleans and feels.Ive always used DHC as my go-to and this will be my new favorite. I love the light lavender scent!I really liked this product at first as it smelled great and was hydrating. However not long after using it I noticed that my eyes became dry and sensitive. I thought it was environmental allergies until I used this product to break down my makeup and my eyes became very irritated and I had to wash out with water. I stopped using it and realized the issue was this product. I think it would be good for your skin but those with sensitives I would be cautious. Soko Glam has great customer service though and an awesome return policy.
1948570000000,I love these masks! They smell delightful - but not fake - and theyre so saturated in serum that I can save the package and use the leftovers on a day I dont use a mask. My skin has been freaking out lately and these calm it down.I love using these masks after doing an enzyme peel. They�re refreshing bud also very gentle and hydrating!These masks are on the more expensive end but well worth it. Whenever my skin is dry (which is very often in the winter) I would pop one on and my skin will literally GLOW after using it. Very hydrating and lots of serum left in the packet great for additional application ! I love that some money will go toward the cat sheltersI feels so good on my face and the serum is so soft and luxurious. I will definitely order again.I shared this mask with a friend who said she doesnt like sheet masks. She gushed over it and asked me where I bought them the next day. They are the perfect mask for hormonally stressed out skin and just giving your skin a break. The sheet mask is high quality and really sticks to your face too )
1948690000000,Seriously man where has this been all my life ??? My combination skin loves it! It gives u that hydration u need for ur skin and also give that nice blurred semi matte skin look . So refreshing and sinks into the skin like a dream !!! After so many Korean SPF fails this is one of the sunscreens that passed the test so it is completely safe to use! People need to make it more hype for real ! 👏👏👏FINALLLYYYYYYYYYY a sunscreen that Black people can use without that gross film!!! This one right here is SO nice on your skin and FULLY rubs in. I love the smell its so lightweight and doesn�t make you oily. This is the GOAT I haven�t found one better yet. THANK YOU FARMER!!!!!!My skin is on the sensitive side and I have a combination skin. This sunscreen makes my skin to feel very soft after applying and doesnt make my skin feeling oily though out the day. I recommend to try it!I struggled to find a sunscreen that did not leave a white cast did not make my skin oily while also not drying it out. Tinted sunscreens were not for me.   I am soooo glad I found this product. Its amazing and literally does everything they say it does. 10/10 would recommend!I haven�t used my product yet but I thought it would helpful for everyday in South Carolina and I am very pleased with customer service
1978240000000,This is an excellent sheet mask. Its super hydrating and makes my skin look brighter and more bouncy. Im new to the Dr. Althea brand and so far I really love it.Im impressed with these sheet masks. They are soothing and have a cooling effect and all the product soaks into your skin without leaving too much to pat in when you take it off. Ive only tried two of them so far and I havent had any negative reaction to them. The smell is fresh but not overpowering. I would buy these again.This has quickly become my favorite mask. I love the texture of the sheet itself and the essence leaves my skin feeling soft and pampered.Leaves my face soft and dewy. I like using these after an active day in the sun. Very calming for my skin and the next day still dewy too!If they werent so expensive I would use one everyday . Left my skin tingly in a good way. Felt very nice and calming left a glow and nice hydration. I would be buy again!
1978250000000,this is my ultimate favorite mask!!! the cotton used is extremely soft and its a game changer! i even prefer this mask to other more expensive ones. i bought another 2 packs!!Im loving these sheet masks! The mask “material” is so soft and the essence felt great on my skin. I will definitely be buying more from this brand!This mask felt so soothing and nourishing. I loved the milky texture of the essence and it left my skin looking and feeling soft with a nice even complexion.How often do you hear about velvet sheet masks? The texture of the mask itself is very plush though its not velvet in the way you might think about velvet fabric. The ampoule itself is very milky and doesn�t dry down sticky. There�s enough left in the package for another use or two afterwards too. Yum!Super moisturizing and will be a new regular addition to my routine
1981330000000,Feels so good. Doesn�t dry or overly oil my face. Easy to apply and doesn�t dry out in container.I have very sensitive acne prone combination skin and this stuff has been fantastic! its really gentle yet powerful enough to take off all of my makeup and sunscreen.  tried other oil cleansers including just straight up jojoba oil and this is the only one to 1) cleanse 2) moisturize 3) not break me out 4) and not leave a residue after water cleansing. After I use the cleansing oil pads I massage the oil on my face then water cleanse with the coconut water cleanser also from solved and its been great! So this helps moisturize my dry zones without making my oily zones oilier AND doesn�t break me out... winner!Sooooo good!!!LovedThese cleaning pads are amazing they smell soo good and leave your skin feeling soft and not irritated at all. Works even better when paired with foaming face wash.
